ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
1093,18.470981,77.383356,2.6,-41.1,6.89,2.96,Negativno,Ne
1094,18.502249,77.404147,1.6,-41.6,6.72,3.84,Negativno,Ne
1095,18.483196,77.39534,1.1,-81.1,6.74,0.39,Negativno,Ne
1096,18.479041,77.395922,11.5,-52.7,7.49,2.89,Negativno,Ne
1097,18.474888,77.370941,9.6,-54.4,7.18,3.24,Negativno,Ne
1098,18.471422,77.38943,12.0,-60.0,7.29,4.86,Negativno,Ne
1099,18.490828,77.394758,7.5,-51.6,7.06,0.95,Negativno,Ne
1100,18.461024,77.397927,13.3,-52.6,6.91,1.81,Negativno,Ne
1101,18.484104,77.401643,8.3,-25.1,6.54,5.55,Negativno,Ne
1102,18.48169,77.37872,5.4,-60.2,7.92,3.83,Negativno,Da
1103,18.47197,77.378555,8.6,-49.6,6.62,1.68,Negativno,Ne
1104,18.45586,77.383,8.4,-67.6,6.93,4.56,Negativno,Da
1105,18.499671,77.402612,2.1,-60.3,7.02,1.74,Negativno,Da
1106,18.486955,77.363944,9.4,-64.3,6.08,0.33,Negativno,Ne
1107,18.477657,77.393486,10.1,-46.5,6.42,2.33,Negativno,Ne
1108,18.475212,77.387765,2.7,-44.3,7.99,3.12,Pozitivno,Ne
1109,18.481035,77.393097,6.3,-79.7,6.93,5.45,Negativno,Ne
1110,18.470784,77.390851,0.8,-68.8,7.79,0.38,Negativno,Ne
1111,18.48546,77.403136,14.9,-38.0,7.18,2.43,Negativno,Ne
1112,18.495097,77.386158,11.5,-40.0,6.72,3.99,Negativno,Ne
1113,18.464857,77.358483,10.2,-31.7,6.65,2.42,Negativno,Ne
1114,18.48053,77.392653,2.0,-2.2,6.63,4.44,Negativno,Ne
1115,18.481094,77.390161,13.1,-64.8,6.28,2.05,Negativno,Ne
1116,18.486341,77.38371,9.0,-17.3,7.08,6.440616188900902,Pozitivno,Da
1117,18.491237,77.383289,4.5,-49.1,7.46,2.54,Negativno,Ne
1118,18.503893,77.392869,0.7,-55.2,6.85,0.94,Pozitivno,Da
1119,18.471137,77.379949,13.7,-40.5,6.97,1.28,Negativno,Ne
1120,18.474573,77.370723,0.2,-23.5,6.32,4.72,Negativno,Ne
1121,18.491176,77.402122,13.9,-41.6,7.01,4.46,Negativno,Ne
1122,18.467176,77.375354,8.7,-53.8,6.38,4.38,Negativno,Ne
1123,18.479525,77.411889,3.0,-40.1,6.33,3.66,Negativno,Ne
1124,18.496046,77.391058,9.5,-49.8,6.6,4.07,Negativno,Ne
1125,18.49004,77.391202,12.4,-51.7,7.64,0.7,Pozitivno,Ne
1126,18.484599,77.398396,4.9,-24.8,7.42,0.3,Negativno,Ne
1127,18.483908,77.391114,2.6,-36.1,6.66,2.35,Negativno,Ne
1128,18.462983,77.401209,14.9,-68.4,6.34,2.32,Negativno,Ne
1129,18.477459,77.375714,3.2,-55.3,7.59,4.99,Negativno,Ne
1130,18.491681,77.394887,3.6,-49.8,6.13,2.85,Negativno,Ne
1131,18.495552,77.387854,9.8,-42.3,7.92,4.89,Negativno,Ne
1132,18.474319,77.378172,11.5,-48.0,6.8,1.05,Negativno,Ne
1133,18.486834,77.398641,5.7,-47.8,6.52,4.94,Negativno,Da
1134,18.470787,77.379685,2.9,-59.0,7.42,3.38,Pozitivno,Ne
1135,18.478112,77.397121,12.5,-42.9,7.53,0.45,Negativno,Ne
1136,18.469473,77.394974,11.0,-23.9,7.01,5.71,Negativno,Ne
1137,18.473032,77.397798,10.9,-58.1,6.64,4.33,Negativno,Ne
1138,18.468183,77.400291,10.3,-36.5,6.3,5.97,Negativno,Ne
1139,18.481379,77.397506,9.0,-67.9,6.71,2.71,Negativno,Ne
1140,18.481145,77.407244,8.9,-46.8,6.07,3.92,Negativno,Ne
1141,18.489088,77.388089,4.8,-45.3,6.44,5.14,Negativno,Ne
1142,18.495724,77.385207,8.0,-33.7,6.78,5.05,Negativno,Ne
1143,18.466121,77.400691,9.5,-52.5,7.35,3.77,Negativno,Da
1144,18.47767,77.379737,14.4,-45.9,7.06,3.98,Negativno,Ne
1145,18.479797,77.394741,13.2,-64.7,6.94,2.86,Negativno,Ne
1146,18.481231,77.379348,2.9,-49.0,7.16,2.17,Negativno,Ne
1147,18.469315,77.386737,12.5,-76.0,6.2,2.49,Negativno,Ne
1148,18.479256,77.368741,4.0,-49.4,7.28,3.67,Negativno,Da
1149,18.477049,77.379722,5.8,-71.1,7.04,3.07,Negativno,Ne
1150,18.487527,77.398211,11.8,-58.8,6.68,4.26,Negativno,Ne
1151,18.480661,77.39532,4.7,-35.7,6.91,4.17,Negativno,Ne
1152,18.487682,77.392806,14.7,-55.9,6.48,3.29,Pozitivno,Ne
1153,18.465804,77.400154,5.0,-36.7,6.94,4.47,Negativno,Ne
1154,18.478809,77.386718,5.3,-64.3,7.3,1.84,Negativno,Ne
1155,18.480036,77.386891,5.1,-50.1,6.84,4.51,Negativno,Ne
1156,18.489104,77.386828,7.8,-18.2,6.81,5.98,Negativno,Ne
1157,18.471997,77.390589,8.8,-74.4,6.6,1.72,Negativno,Ne
1158,18.482299,77.37237,2.2,-62.0,6.66,4.81,Negativno,Da
1159,18.495151,77.389792,12.9,-40.0,6.47,4.23,Negativno,Ne
1160,18.482401,77.374158,5.7,-70.1,7.39,3.93,Negativno,Ne
1161,18.472131,77.402232,7.6,-70.9,6.26,0.15,Negativno,Ne
1162,18.472653,77.398268,10.1,-82.4,6.92,0.92,Negativno,Ne
1163,18.480618,77.389053,1.6,-55.7,8.04,0.24,Negativno,Ne
1164,18.504619,77.367761,1.1,-28.0,7.41,1.21,Negativno,Ne
1165,18.49024,77.396231,7.0,-40.0,6.55,3.51,Negativno,Ne
1166,18.477057,77.407678,1.7,-37.7,6.79,4.98,Negativno,Ne
1167,18.483639,77.386625,4.9,-14.0,7.5,0.24,Pozitivno,Ne
1168,18.479363,77.401932,7.9,-63.0,7.31,3.47,Negativno,Ne
1169,18.484631,77.386484,14.3,-36.4,7.01,3.38,Negativno,Ne
1170,18.46479,77.395744,3.5,-55.2,7.89,4.55,Negativno,Ne
1171,18.46386,77.380928,3.3,-55.7,7.32,3.39,Negativno,Da
1172,18.484942,77.373981,1.2,-59.2,6.53,0.62,Negativno,Ne
1173,18.478793,77.39002,14.5,-50.0,6.12,0.13,Negativno,Da
1174,18.470965,77.402398,3.8,-43.9,7.76,0.73,Negativno,Ne
1175,18.476634,77.406072,7.2,-58.1,7.45,2.89,Negativno,Ne
1176,18.484659,77.389224,8.3,-55.8,8.44,3.99,Negativno,Ne
1177,18.482856,77.376033,4.8,-78.5,6.53,3.52,Negativno,Ne
1178,18.483707,77.385382,8.1,-9.3,6.59,2.34,Negativno,Ne
1179,18.487472,77.377383,7.0,-41.7,8.15,3.13,Negativno,Ne
1180,18.479718,77.395274,11.3,-22.2,7.15,0.79,Negativno,Ne
1181,18.486285,77.388385,9.5,-21.6,6.81,0.28,Negativno,Ne
1182,18.481931,77.389401,4.8,-42.7,6.73,2.7,Negativno,Ne
1183,18.467637,77.381792,12.7,-57.8,7.8,0.52,Negativno,Ne
1184,18.477945,77.372137,14.8,-38.4,6.85,5.46,Negativno,Ne
1185,18.486356,77.399451,10.4,-52.1,6.23,1.41,Negativno,Ne
1186,18.47616,77.388442,3.7,-55.2,8.51,2.03,Negativno,Ne
1187,18.479119,77.374924,9.9,-30.6,6.95,4.07,Negativno,Ne
1188,18.469336,77.381655,3.8,-46.4,7.0,4.89,Negativno,Ne
1189,18.475603,77.394733,10.9,-31.7,6.24,3.11,Negativno,Ne
1190,18.472637,77.377338,4.1,-40.9,6.84,3.19,Negativno,Ne
1191,18.479351,77.395668,6.2,-58.8,6.71,3.09,Negativno,Ne
1192,18.488497,77.371299,7.6,-48.2,7.2,2.22,Negativno,Ne
1193,18.486303,77.387178,7.0,-47.8,7.6,3.34,Negativno,Ne
1194,18.478748,77.38733,8.5,-52.1,6.67,3.22,Negativno,Ne
1195,18.455758,77.387626,12.9,-54.0,7.48,2.77,Negativno,Ne
1196,18.491878,77.394642,1.0,-56.3,7.96,2.54,Negativno,Ne
1197,18.488712,77.396251,5.1,-62.3,6.85,1.82,Negativno,Ne
1198,18.480381,77.382722,13.3,-41.1,7.08,5.56,Negativno,Ne
1199,18.470474,77.38131,11.6,-34.3,7.11,2.3,Negativno,Ne
1200,18.478994,77.377779,0.3,-67.5,7.29,2.63,Negativno,Ne
1201,18.482398,77.388746,11.1,-7.8,8.1,1.22,Negativno,Ne
1202,18.475136,77.381328,3.7,-26.9,7.44,0.98,Negativno,Ne
1204,18.483892,77.374409,6.5,-45.6,7.31,4.29,Negativno,Ne
1205,18.480838,77.375805,14.7,-65.3,6.84,5.66,Negativno,Ne
1206,18.488184,77.385151,5.4,-17.0,7.55,5.910616188900903,Pozitivno,Da
1207,18.481867,77.397163,3.2,-40.7,6.5,3.17,Negativno,Ne
1208,18.496463,77.373824,8.7,-53.8,7.48,3.22,Negativno,Ne
1209,18.473987,77.395936,2.7,-71.6,7.04,3.32,Pozitivno,Ne
1210,18.486987,77.379051,7.4,-43.8,6.75,2.49,Pozitivno,Ne
1211,18.47686,77.402139,6.7,-50.3,7.16,3.54,Negativno,Ne
1212,18.47545,77.391777,5.4,-18.7,6.5,7.485562950542294,Pozitivno,Da
1213,18.48511,77.393224,12.5,-42.4,6.48,0.65,Pozitivno,Ne
1214,18.478987,77.377524,3.5,-63.8,7.35,2.98,Negativno,Ne
1215,18.463734,77.383814,9.9,-37.4,7.28,2.68,Negativno,Da
1216,18.477708,77.394302,3.5,-48.0,6.71,4.23,Negativno,Da
1217,18.467741,77.395793,8.0,-43.7,6.24,3.21,Negativno,Ne
1218,18.480266,77.40575,14.4,-36.0,6.2,5.21,Negativno,Ne
1219,18.474952,77.401593,8.9,-42.8,7.11,3.68,Negativno,Ne
1220,18.467585,77.38737,11.2,-36.5,6.93,2.5,Negativno,Ne
1221,18.470859,77.387732,14.7,-60.2,7.01,0.89,Negativno,Ne
1222,18.474939,77.402162,10.2,-51.4,6.3,1.23,Negativno,Ne
1223,18.480329,77.391016,13.0,-63.5,7.54,3.16,Pozitivno,Ne
1224,18.4892,77.372964,6.7,-46.8,6.83,0.97,Negativno,Ne
1225,18.468522,77.404591,1.9,-52.2,7.12,2.25,Negativno,Ne
1226,18.4876,77.404223,5.7,-36.8,6.58,5.91,Negativno,Ne
1227,18.476632,77.381875,10.3,-24.0,7.3,2.54,Negativno,Ne
1228,18.468353,77.397881,6.3,-48.9,6.8,0.34,Negativno,Ne
1229,18.462377,77.384713,0.6,-31.2,7.69,4.39,Negativno,Ne
1230,18.484259,77.405532,14.3,-54.8,6.65,5.11,Negativno,Ne
1231,18.471365,77.399562,13.0,-54.8,8.09,5.06,Negativno,Ne
1232,18.485538,77.39228,3.1,-30.8,7.66,1.42,Negativno,Ne
1233,18.478567,77.411684,14.1,-44.0,6.8,4.44,Negativno,Ne
1234,18.480175,77.393819,5.9,-37.5,7.56,2.72,Negativno,Ne
1235,18.485989,77.388022,13.3,-37.0,7.13,3.86,Negativno,Ne
1236,18.46907,77.380153,1.3,-34.3,6.99,5.81,Negativno,Ne
1237,18.481289,77.390032,10.4,-37.5,6.38,2.42,Negativno,Ne
1238,18.48387,77.412126,14.5,-61.9,7.24,1.8,Negativno,Ne
1239,18.483475,77.386941,14.1,-37.7,7.29,0.69,Negativno,Ne
1240,18.470507,77.386264,10.2,-62.3,7.13,5.24,Pozitivno,Ne
1241,18.485186,77.390431,3.3,-54.9,6.33,1.54,Negativno,Ne
1242,18.467607,77.386185,0.8,-44.0,7.52,4.45,Negativno,Ne
1243,18.495136,77.3784,6.9,-42.5,6.44,3.7,Negativno,Ne
1244,18.48057,77.393084,12.6,-32.5,6.77,4.25,Negativno,Ne
1245,18.482233,77.405842,14.0,-61.6,6.34,5.89,Negativno,Ne
1246,18.471958,77.381202,11.8,-66.7,7.38,2.7,Negativno,Ne
1247,18.475664,77.381,1.3,-40.5,7.6,5.38,Negativno,Ne
1248,18.487798,77.38922,14.3,-46.2,7.12,2.2,Negativno,Ne
1249,18.470278,77.38992,2.1,-33.9,7.27,2.05,Negativno,Ne
1250,18.47067,77.375982,3.7,-58.7,7.32,0.21,Negativno,Ne
1251,18.479901,77.385431,4.7,-48.1,7.25,3.46,Negativno,Ne
1252,18.467406,77.394925,14.2,-33.0,6.88,5.6,Negativno,Ne
1253,18.47481,77.407127,14.3,-49.7,7.13,0.42,Negativno,Da
1254,18.470217,77.399944,13.2,-36.0,6.19,5.27,Pozitivno,Ne
1255,18.486611,77.398744,14.9,-27.9,6.84,0.66,Negativno,Ne
1256,18.475396,77.384835,7.5,-44.6,7.5,2.68,Negativno,Ne
1257,18.468851,77.381923,0.4,-50.4,7.23,0.61,Negativno,Ne
1258,18.472754,77.393552,13.6,-33.2,7.49,4.36,Negativno,Ne
1259,18.467835,77.393254,11.3,-59.1,6.82,4.63,Negativno,Ne
1260,18.470175,77.405276,6.5,-42.6,6.83,3.84,Negativno,Ne
1261,18.499858,77.404293,5.1,-59.4,6.37,1.78,Negativno,Ne
1262,18.459059,77.382276,4.1,-50.4,7.06,2.73,Negativno,Ne
1263,18.4666,77.385488,11.9,-36.8,6.69,3.99,Negativno,Ne
1264,18.47498,77.390875,10.0,-12.0,7.24,7.295562950542293,Pozitivno,Da
1265,18.485642,77.387899,12.3,-42.3,7.51,2.83,Negativno,Ne
1266,18.489568,77.391112,9.6,-81.3,7.16,2.19,Negativno,Ne
1267,18.477663,77.38147,13.3,-56.0,7.73,1.01,Negativno,Ne
1268,18.475299,77.390945,14.9,-8.3,6.89,7.875562950542293,Pozitivno,Da
1269,18.493788,77.406007,3.9,-72.2,6.29,4.32,Negativno,Ne
1270,18.482644,77.391725,9.1,-3.8,6.71,3.2,Negativno,Ne
1271,18.498038,77.369717,5.7,-41.3,6.9,3.58,Negativno,Ne
1272,18.484317,77.387528,10.2,-36.1,6.99,3.35,Negativno,Ne
1273,18.488628,77.386593,12.2,-54.6,8.0,0.61,Negativno,Ne
1274,18.480014,77.381937,2.2,-43.3,6.99,5.49,Negativno,Ne
1275,18.480429,77.389504,4.1,-54.8,7.88,4.98,Negativno,Ne
1276,18.477866,77.388425,4.7,-68.6,6.96,5.58,Negativno,Ne
1277,18.484164,77.393897,11.8,-45.8,6.5,2.84,Negativno,Ne
1278,18.477944,77.384772,6.2,-49.4,5.99,5.77,Negativno,Ne
1279,18.486912,77.376674,8.4,-39.0,7.77,1.78,Negativno,Da
1280,18.482139,77.394742,10.9,-54.9,8.14,5.79,Negativno,Ne
1281,18.484192,77.402303,12.1,-69.2,7.59,3.6,Negativno,Ne
1282,18.49386,77.413318,13.2,-50.0,7.55,2.29,Negativno,Ne
1283,18.484635,77.369007,14.2,-53.7,7.76,2.34,Negativno,Ne
1284,18.477254,77.388232,7.7,-53.2,7.43,2.72,Negativno,Ne
1285,18.480702,77.377854,10.2,-41.7,7.41,3.32,Negativno,Ne
1286,18.483122,77.395524,13.9,-29.2,6.94,0.9,Negativno,Ne
1287,18.469907,77.39306,12.9,-63.6,6.95,0.45,Negativno,Ne
1288,18.482421,77.391856,3.8,-45.6,7.14,0.81,Negativno,Ne
1289,18.478708,77.385956,0.3,-51.6,6.64,5.25,Negativno,Ne
1290,18.467987,77.393465,13.9,-63.7,7.66,1.87,Negativno,Ne
1291,18.477037,77.389661,7.1,-47.8,6.5,5.6,Negativno,Ne
1292,18.465325,77.385257,14.8,-20.0,6.88,3.93,Negativno,Ne
1293,18.478747,77.395201,4.6,-55.9,6.64,5.4,Negativno,Ne
1294,18.46075,77.391109,14.8,-66.6,7.9,2.15,Negativno,Da
1295,18.486005,77.383813,8.7,-19.5,6.19,8.870616188900904,Pozitivno,Da
1296,18.472335,77.396777,5.3,-28.8,6.89,4.13,Negativno,Ne
1297,18.493908,77.403346,3.0,-73.9,7.47,3.16,Negativno,Ne
1298,18.49502,77.405871,1.6,-57.4,7.77,4.17,Negativno,Ne
1300,18.461204,77.394388,1.9,-44.0,7.1,2.79,Negativno,Ne
1301,18.47213,77.406889,2.0,-51.3,6.6,1.99,Negativno,Ne
1302,18.494766,77.386346,3.2,-29.9,7.91,5.92,Negativno,Ne
1303,18.470242,77.381521,0.3,-42.1,6.74,4.2,Negativno,Ne
1304,18.477281,77.387448,7.5,-45.5,7.68,0.25,Negativno,Ne
1305,18.475287,77.384616,2.9,-41.2,6.74,5.45,Negativno,Ne
1306,18.492329,77.397376,3.1,-67.6,7.19,1.96,Negativno,Ne
1307,18.474415,77.38835,6.5,-44.3,7.16,4.58,Negativno,Ne
1308,18.469847,77.382793,4.5,-45.9,7.01,1.35,Negativno,Ne
1309,18.480733,77.392586,0.4,-36.8,7.27,5.29,Pozitivno,Ne
1310,18.471418,77.393453,7.6,-71.8,6.5,4.59,Negativno,Ne
1311,18.495591,77.374391,9.6,-33.7,6.81,1.83,Negativno,Ne
1312,18.476482,77.399289,1.9,-56.6,5.98,2.88,Negativno,Ne
1313,18.477063,77.379417,12.4,-34.6,6.16,1.99,Negativno,Ne
1314,18.493354,77.394529,3.4,-50.5,6.59,5.92,Negativno,Ne
1315,18.48426,77.380765,11.5,-57.8,7.5,5.22,Negativno,Ne
1316,18.482198,77.380592,7.2,-31.0,7.35,4.75,Negativno,Ne
1317,18.48437,77.401046,3.7,-68.6,7.66,3.42,Negativno,Ne
1318,18.475471,77.384104,8.4,-39.1,6.58,3.82,Pozitivno,Ne
1319,18.476446,77.395193,12.4,-42.3,6.12,3.4,Negativno,Ne
1320,18.484517,77.378547,6.5,-28.5,6.45,3.36,Negativno,Ne
1321,18.478865,77.39137,7.5,-53.8,7.23,0.28,Negativno,Ne
1322,18.484522,77.383445,13.0,-42.1,6.92,1.26,Negativno,Ne
1323,18.465734,77.371829,1.3,-47.2,7.37,2.9,Negativno,Ne
1324,18.484513,77.390739,5.9,-45.7,6.55,5.62,Negativno,Ne
1325,18.482453,77.387687,5.3,-53.7,6.98,2.01,Negativno,Ne
1326,18.484757,77.379409,3.6,-42.7,7.7,2.32,Negativno,Ne
1327,18.492108,77.388146,5.3,-54.0,6.93,0.22,Negativno,Ne
1328,18.476661,77.390711,10.7,-10.2,6.36,5.925562950542293,Pozitivno,Da
1330,18.497144,77.381919,14.8,-65.4,6.76,0.91,Negativno,Ne
1331,18.478098,77.397125,12.6,-46.0,7.47,5.3,Negativno,Ne
1332,18.4631,77.392004,9.4,-47.3,6.91,3.1,Negativno,Ne
1333,18.483231,77.384453,12.3,-52.0,6.15,3.26,Negativno,Ne
1334,18.486236,77.405947,2.5,-44.2,6.59,2.61,Negativno,Ne
1335,18.47788,77.389407,5.3,-46.6,7.07,4.32,Negativno,Ne
1336,18.471505,77.405032,14.4,-60.0,6.81,2.61,Negativno,Ne
1337,18.48129,77.389687,13.9,-29.0,6.8,1.94,Negativno,Ne
1338,18.476311,77.372206,12.2,-27.5,6.94,1.4,Negativno,Ne
1339,18.481314,77.388433,10.9,-13.1,6.22,4.07,Negativno,Ne
1340,18.479476,77.390219,1.6,-36.1,7.43,2.15,Pozitivno,Ne
1341,18.487763,77.389553,4.6,-56.6,6.58,1.02,Negativno,Ne
1342,18.470624,77.40432,0.2,-55.5,7.72,4.73,Negativno,Ne
1343,18.474879,77.388251,12.2,-54.8,6.93,5.54,Negativno,Ne
1344,18.477276,77.407234,1.2,-36.9,6.0,0.32,Negativno,Ne
1345,18.475614,77.393473,12.5,-46.2,7.42,1.97,Pozitivno,Ne
1346,18.472642,77.386897,13.3,-41.3,6.87,4.16,Negativno,Ne
1347,18.467177,77.399929,11.5,-74.6,6.56,0.11,Pozitivno,Ne
1348,18.46858,77.388569,5.5,-52.9,6.12,3.15,Negativno,Ne
1349,18.483257,77.401228,14.1,-43.9,7.36,2.57,Negativno,Ne
1351,18.482553,77.396562,9.6,-71.1,7.05,4.56,Negativno,Ne
1352,18.480202,77.385658,7.0,-31.0,6.47,3.69,Negativno,Ne
1353,18.464143,77.39581,2.1,-39.1,7.2,0.9,Negativno,Ne
1354,18.476941,77.37167,5.7,-19.6,6.82,2.31,Negativno,Ne
1355,18.488073,77.392789,11.5,-26.0,7.08,3.2,Negativno,Ne
1356,18.459985,77.37683,11.1,-67.3,6.67,3.95,Negativno,Ne
1357,18.48872,77.404976,11.6,-39.1,6.65,2.25,Negativno,Da
1358,18.493585,77.389554,7.6,-31.8,6.92,3.37,Pozitivno,Ne
1359,18.487427,77.368404,4.7,-54.2,6.69,4.79,Negativno,Ne
1360,18.495736,77.376908,8.8,-51.6,6.7,4.07,Negativno,Ne
1361,18.49035,77.383252,14.0,-63.8,7.2,2.99,Negativno,Ne
1362,18.466004,77.375835,7.1,-56.9,6.85,4.93,Negativno,Ne
1363,18.472486,77.392069,7.4,-48.1,7.68,4.68,Negativno,Ne
1364,18.482054,77.380776,5.7,-47.5,6.44,0.91,Pozitivno,Ne
1365,18.48818,77.391019,4.8,-50.3,6.64,2.63,Negativno,Ne
1366,18.482925,77.369829,9.8,-47.6,7.18,2.7,Negativno,Ne
1367,18.482493,77.405777,2.2,-60.8,6.5,5.25,Negativno,Ne
1368,18.485727,77.377784,6.5,-59.0,6.33,1.86,Negativno,Ne
1369,18.490756,77.399803,1.6,-22.0,6.83,1.21,Negativno,Ne
1370,18.48477,77.393833,4.5,-57.9,7.48,0.67,Negativno,Ne
1371,18.476543,77.401806,4.8,-53.0,7.36,3.75,Negativno,Ne
1372,18.480155,77.405666,5.6,-44.2,7.18,1.04,Negativno,Ne
1373,18.493617,77.376674,13.4,-46.2,6.81,3.31,Negativno,Ne
1374,18.489125,77.403872,1.2,-58.3,7.41,3.52,Negativno,Ne
1375,18.46652,77.373333,8.3,-60.0,6.82,3.12,Negativno,Ne
1376,18.503915,77.412693,4.2,-48.2,7.22,2.66,Pozitivno,Ne
1377,18.490157,77.382749,13.7,-60.2,7.32,4.11,Negativno,Ne
1378,18.484659,77.377409,10.0,-19.8,6.82,4.52,Negativno,Ne
1379,18.481043,77.399737,5.2,-42.9,7.03,1.26,Negativno,Ne
1380,18.476591,77.395027,10.5,-53.0,6.65,5.21,Negativno,Ne
1381,18.471723,77.379239,9.1,-54.5,7.74,1.33,Negativno,Ne
1382,18.486213,77.403677,0.7,-56.6,7.76,0.99,Pozitivno,Ne
1383,18.458774,77.377626,3.4,-55.2,7.25,2.42,Negativno,Ne
1384,18.479199,77.383203,2.8,-38.0,6.7,1.47,Negativno,Ne
1385,18.497371,77.38249,11.4,-60.9,7.03,5.91,Negativno,Ne
1386,18.48666,77.407184,7.5,-67.9,7.4,1.06,Negativno,Ne
1387,18.478546,77.369998,3.2,-49.5,5.95,3.22,Negativno,Ne
1388,18.480219,77.393296,14.7,-46.6,6.76,4.39,Negativno,Ne
1389,18.491568,77.383409,9.5,-49.8,6.87,5.21,Negativno,Ne
1390,18.4911,77.396053,6.0,-54.7,8.09,4.38,Negativno,Ne
1391,18.48805,77.396334,9.2,-36.8,7.18,1.74,Negativno,Ne
1392,18.494411,77.388602,13.0,-58.9,7.18,2.88,Negativno,Ne
1393,18.486901,77.374766,7.3,-47.6,6.95,1.07,Negativno,Ne
1394,18.476207,77.397002,10.1,-40.9,6.53,4.81,Negativno,Ne
1395,18.492438,77.381642,2.8,-54.4,7.23,5.6,Negativno,Ne
1396,18.482668,77.39864,5.1,-17.9,6.85,5.43,Negativno,Ne
1397,18.483127,77.404911,14.9,-37.6,7.15,4.6,Negativno,Ne
1398,18.48168,77.387599,13.9,-44.0,7.11,4.68,Negativno,Da
1399,18.463674,77.400924,4.0,-29.1,6.83,2.1,Negativno,Ne
1400,18.477104,77.379288,2.1,-48.9,7.12,0.66,Negativno,Ne
1401,18.45867,77.388728,4.0,-50.5,6.8,1.61,Negativno,Ne
1402,18.48859,77.392609,0.3,-45.7,6.1,3.29,Negativno,Ne
1403,18.469208,77.39556,0.7,-35.4,6.83,3.74,Negativno,Ne
1404,18.489443,77.408416,4.2,-74.1,6.27,0.55,Negativno,Ne
1405,18.489569,77.420262,9.7,-62.1,6.29,5.17,Negativno,Ne
1406,18.482348,77.35853,10.0,-48.9,6.11,5.29,Negativno,Ne
1407,18.46842,77.36772,12.7,-48.1,7.28,3.23,Negativno,Ne
1408,18.486849,77.392949,4.2,-83.8,6.82,0.25,Negativno,Ne
1409,18.474915,77.394647,0.4,-60.6,7.59,3.56,Negativno,Ne
1410,18.460663,77.402282,5.9,-40.0,7.62,5.17,Negativno,Ne
1411,18.485633,77.399419,14.0,-59.1,6.88,4.5,Negativno,Ne
1412,18.459308,77.382395,3.2,-18.3,6.89,3.53,Negativno,Ne
1413,18.487385,77.392896,8.4,-64.4,6.51,3.62,Negativno,Ne
1414,18.481762,77.38854,14.5,-2.8,6.1,5.97,Negativno,Ne
1415,18.465932,77.396783,2.1,-35.8,6.71,4.09,Negativno,Ne
1416,18.483822,77.377782,4.9,-46.0,6.98,3.7,Negativno,Ne
1417,18.47587,77.401882,11.2,-56.4,6.98,1.41,Negativno,Ne
1418,18.48078,77.383464,12.0,-38.3,7.66,0.81,Negativno,Ne
1419,18.472982,77.390102,10.3,-59.6,7.31,0.34,Negativno,Ne
1420,18.480192,77.394646,4.2,-36.0,7.47,2.08,Negativno,Ne
1421,18.489409,77.384839,14.8,-55.2,7.71,4.7,Negativno,Ne
1422,18.483015,77.387481,11.9,-47.7,6.52,4.67,Negativno,Ne
1423,18.471982,77.384291,6.0,-38.3,6.96,5.42,Negativno,Ne
1424,18.468532,77.371671,10.7,-74.1,6.34,3.13,Negativno,Ne
1425,18.482513,77.389858,2.1,-73.4,7.58,4.06,Negativno,Ne
1426,18.47612,77.387476,10.1,-68.8,7.37,1.59,Negativno,Ne
1427,18.477816,77.392844,14.1,-68.4,7.33,4.89,Negativno,Ne
1428,18.470304,77.379199,11.0,-77.4,6.69,0.9,Negativno,Ne
1429,18.474857,77.395908,8.6,-28.5,6.77,2.57,Negativno,Ne
1430,18.475031,77.376182,7.4,-36.4,6.21,5.88,Negativno,Ne
1431,18.489814,77.397931,7.9,-73.8,8.1,3.88,Negativno,Ne
1432,18.475604,77.383946,13.7,-90.7,6.21,1.69,Negativno,Ne
1433,18.473978,77.401214,13.0,-34.8,7.43,3.93,Negativno,Ne
1434,18.464218,77.379233,10.8,-49.3,6.99,5.84,Negativno,Ne
1435,18.47212,77.382546,4.0,-52.5,7.3,1.81,Negativno,Ne
1436,18.458779,77.395599,12.2,-71.7,7.17,2.14,Negativno,Ne
1437,18.479624,77.385953,11.9,-31.1,7.5,2.75,Pozitivno,Ne
1438,18.495317,77.391879,0.6,-53.1,6.69,0.96,Negativno,Ne
1439,18.485788,77.366683,6.8,-51.3,8.05,3.99,Negativno,Ne
1440,18.475166,77.401791,14.0,-65.7,7.3,2.64,Negativno,Ne
1441,18.468262,77.374694,11.4,-49.3,7.47,5.14,Negativno,Ne
1442,18.495485,77.375204,11.2,-43.8,6.66,3.12,Negativno,Ne
1443,18.497896,77.381747,6.0,-64.7,5.6,2.36,Negativno,Ne
1444,18.48798,77.37468,12.5,-26.7,7.25,3.22,Negativno,Ne
1445,18.480826,77.398078,2.5,-41.6,6.72,4.21,Negativno,Ne
1446,18.454625,77.400127,9.6,-60.8,7.43,3.12,Negativno,Ne
1447,18.47474,77.392052,4.6,-8.0,6.12,9.435562950542293,Pozitivno,Da
1448,18.465331,77.384991,13.0,-63.1,7.69,5.84,Negativno,Ne
1449,18.4858,77.379967,9.4,-29.4,6.64,5.6,Negativno,Ne
1450,18.477185,77.37686,13.1,-59.3,7.51,5.65,Negativno,Ne
1451,18.4899,77.389519,1.3,-59.1,7.59,2.07,Negativno,Ne
